1, 45, 9, 1, 1
1, 44, 9, 1, 2
1, 43, 9, 1, 3
1, 43, 10, 1, 4
1, 42, 10, 1, 5
1, 42, 11, 1, 6
1, 42, 12, 1, 7
1, 41, 12, 1, 8
1, 41, 13, 1, 9
1, 40, 13, 1, 10
1, 40, 14, 1, 11
1, 39, 14, 1, 12
1, 39, 15, 1, 13
1, 39, 16, 1, 14
1, 39, 17, 1, 15
1, 38, 17, 1, 16
1, 38, 18, 1, 17
1, 38, 19, 1, 18
1, 38, 20, 1, 19
1, 38, 21, 1, 20
1, 38, 22, 1, 21
1, 38, 23, 1, 22
1, 37, 24, 1, 23
1, 37, 25, 1, 24
1, 36, 25, 1, 25
1, 36, 26, 1, 26
1, 35, 26, 1, 27
1, 35, 27, 1, 28
1, 36, 28, 1, 29
1, 36, 29, 1, 30
1, 36, 30, 1, 31
1, 36, 31, 1, 32
1, 36, 32, 1, 33
1, 35, 32, 1, 34
1, 35, 33, 1, 35
1, 34, 33, 1, 36
1, 34, 34, 1, 37
1, 33, 34, 1, 38
1, 33, 35, 1, 39
1, 32, 35, 1, 40
1, 32, 36, 1, 41
1, 32, 37, 1, 42
1, 53, 37, 2, 1)
1, 52, 37, 2, 2)
1, 52, 38, 2, 3)
1, 51, 38, 2, 4)
1, 50, 38, 2, 5)
1, 50, 39, 2, 6)
1, 49, 39, 2, 7)
1, 48, 39, 2, 8)
1, 47, 39, 2, 9)
1, 47, 40, 2, 10
1, 46, 40, 2, 11
1, 45, 40, 2, 12
1, 45, 39, 2, 13
1, 44, 39, 2, 14
1, 43, 38, 2, 15
1, 42, 38, 2, 16
1, 41, 38, 2, 17
1, 40, 38, 2, 18
1, 40, 39, 2, 19
1, 39, 39, 2, 20
1, 38, 39, 2, 21
1, 37, 40, 2, 22
1, 36, 40, 2, 23
1, 36, 41, 2, 24
1, 35, 41, 2, 25
1, 34, 41, 2, 26
1, 33, 41, 2, 27
1, 32, 41, 2, 28
1, 31, 42, 2, 29
1, 31, 33, 3, 1)
1, 31, 34, 3, 2)
1, 31, 35, 3, 3)
1, 31, 36, 3, 4)
1, 31, 37, 3, 5)
1, 48, 48, 4, 1)
1, 47, 48, 4, 2)
1, 46, 48, 4, 3)
1, 46, 47, 4, 4)
1, 45, 47, 4, 5)
1, 44, 47, 4, 6)
1, 43, 47, 4, 7)
1, 42, 47, 4, 8)
1, 41, 47, 4, 9)
1, 41, 48, 4, 10
1, 40, 48, 4, 11
1, 39, 48, 4, 12
1, 38, 47, 4, 13
1, 37, 47, 4, 14
1, 36, 48, 4, 15
1, 35, 48, 4, 16
1, 35, 49, 4, 17
1, 34, 49, 4, 18
1, 34, 50, 4, 19
1, 33, 50, 4, 20
1, 55, 72, 5, 1)
1, 54, 72, 5, 2)
1, 53, 72, 5, 3)
1, 52, 72, 5, 4)
1, 51, 72, 5, 5)
1, 50, 73, 5, 6)
1, 49, 73, 5, 7)
1, 48, 73, 5, 8)
1, 48, 74, 5, 9)
1, 47, 74, 5, 10
1, 46, 75, 5, 11
1, 45, 75, 5, 12
1, 45, 76, 5, 13
1, 44, 76, 5, 14
1, 45, 62, 6, 1)
1, 44, 62, 6, 2)
1, 43, 62, 6, 3)
1, 43, 63, 6, 4)
1, 42, 63, 6, 5)
1, 41, 63, 6, 6)
1, 40, 63, 6, 7)
1, 24, 55, 7, 1)
1, 25, 55, 7, 2)
1, 25, 56, 7, 3)
1, 26, 56, 7, 4)
1, 27, 56, 7, 5)
1, 28, 57, 7, 6)
1, 29, 57, 7, 7)
1, 30, 57, 7, 8)
1, 31, 57, 7, 9)
1, 32, 57, 7, 10
1, 33, 57, 7, 11
1, 33, 58, 7, 12
1, 34, 58, 7, 13
1, 34, 59, 7, 14
1, 35, 59, 7, 15
1, 36, 59, 7, 16
1, 37, 60, 7, 17
1, 23, 71, 8, 1)
1, 24, 71, 8, 2)
1, 25, 71, 8, 3)
1, 26, 71, 8, 4)
1, 27, 72, 8, 5)
1, 27, 73, 8, 6)
1, 28, 73, 8, 7)
1, 29, 73, 8, 8)
1, 30, 73, 8, 9)
1, 31, 73, 8, 10
1, 32, 73, 8, 11
1, 33, 73, 8, 12
1, 34, 73, 8, 13
1, 34, 74, 8, 14
1, 35, 74, 8, 15
1, 36, 74, 8, 16
1, 36, 73, 8, 17
1, 37, 73, 8, 18
1, 38, 72, 8, 19
1, 39, 72, 8, 20
1, 40, 72, 8, 21
1, 41, 72, 8, 22
1, 42, 72, 8, 23
1, 42, 73, 8, 24
1, 31, 38, 9, 1)
1, 31, 39, 9, 2)
1, 31, 40, 9, 3)
1, 31, 41, 9, 4)
1, 31, 42, 9, 5)
1, 30, 42, 9, 6)
1, 30, 43, 10, 1
1, 30, 44, 10, 2
1, 29, 44, 10, 3
1, 29, 45, 10, 4
1, 29, 46, 10, 5
1, 29, 47, 10, 6
1, 30, 47, 10, 7
1, 30, 48, 10, 8
1, 31, 49, 10, 9
1, 32, 50, 10, 1
1, 32, 51, 11, 1
1, 33, 52, 11, 2
1, 33, 53, 11, 3
1, 34, 53, 11, 4
1, 34, 54, 11, 5
1, 35, 54, 11, 6
1, 35, 55, 11, 7
1, 35, 56, 11, 8
1, 36, 57, 11, 9
1, 36, 58, 11, 1
1, 36, 59, 11, 1
1, 37, 59, 11, 1
1, 37, 60, 11, 1
1, 38, 60, 11, 1
1, 38, 61, 12, 1
1, 38, 62, 12, 2
1, 38, 63, 12, 3
1, 39, 63, 12, 4
1, 39, 64, 13, 1
1, 39, 65, 13, 2
1, 40, 65, 13, 3
1, 40, 66, 13, 4
1, 40, 67, 13, 5
1, 40, 68, 13, 6
1, 41, 69, 13, 7
1, 41, 70, 13, 8
1, 42, 71, 13, 9
1, 42, 72, 13, 10
1, 42, 73, 13, 11
1, 42, 73, 14, 1
1, 43, 73, 14, 2
1, 43, 74, 14, 3
1, 43, 75, 14, 4
1, 44, 75, 14, 5
1, 44, 76, 14, 6
1, 44, 77, 15, 1
1, 44, 78, 15, 2
1, 44, 79, 15, 3
1, 45, 79, 15, 4